id,idpel,nama,koordinat_x,koordinat_y,nama_kabupaten,nama_kecamatan,nama_kelurahan
701128,533711248712,"PJU *** **** *******",-6.90668540000000,108.46339560000000,"KAB. KUNINGAN",JALAKSANA,SANGKANERANG
701129,533711248690,"PJU *** **** *** *******",-6.90460970000000,108.48845240000000,"KAB. KUNINGAN",JALAKSANA,MANISLOR
701130,533711249125,"PJU *** **** *** *******",-6.92351170000000,108.48078330000000,"KAB. KUNINGAN",JALAKSANA,BABAKANMULYA
701131,533711247943,"PJU *** **** *******",-6.88529530000000,108.55042870000000,"KAB. KUNINGAN",CIGANDAMEKAR,KOREAK
701132,533711252064,"PJU *** **** *******",-6.82105000000000,108.48086500000000,"KAB. KUNINGAN",PANCALANG,TAJURBUNTU
701133,533711248787,"PJU *** **** *******",-6.92409230000000,108.47795310000000,"KAB. KUNINGAN",JALAKSANA,BABAKANMULYA
701134,533711249260,"PJU *** **** *** *******",-6.92360390000000,108.49180060000000,"KAB. KUNINGAN",JALAKSANA,NANGGERANG
701135,533711249826,"PJU *** **** *** *******",-6.80468330000000,108.43104830000000,"KAB. KUNINGAN",PASAWAHAN,PASAWAHAN
701136,533711251693,"PJU *** **** *** *******",-6.85100000000000,108.47344000000000,"KAB. KUNINGAN",MANDIRANCAN,RANDOBAWAGIRANG
701137,533711251445,"PJU *** **** *** *******",-6.82924880000000,108.45528300000000,"KAB. KUNINGAN",MANDIRANCAN,SEDA
701138,533711251478,"PJU *** **** *** *******",-6.79846610000000,108.46114090000000,"KAB. KUNINGAN",MANDIRANCAN,CIREA
701139,533711251494,"PJU *** **** *** *******",-6.82524670000000,108.46733500000000,"KAB. KUNINGAN",MANDIRANCAN,KERTAWINANGUN
701140,533711251723,"PJU *** **** *** *******",-6.82977690000000,108.47339430000000,"KAB. KUNINGAN",MANDIRANCAN,RANDOBAWAILIR
701141,533711251390,"PJU *** **** *** *******",-6.83048830000000,108.47162830000000,"KAB. KUNINGAN",MANDIRANCAN,KERTAWINANGUN
701142,533711251279,"PJU *** **** *** *******",-6.85820440000000,108.49199790000000,"KAB. KUNINGAN",CILIMUS,KALIAREN
701143,533711246591,"PJU *** **** *** *******",-6.87771830000000,108.49635830000000,"KAB. KUNINGAN",JAPARA,GARATENGAH
701144,533711249190,"PJU *** **** *** *******",-6.91386870000000,108.47380650000000,"KAB. KUNINGAN",JALAKSANA,SADAMANTRA
701145,533711249286,"PJU *** **** *** *******",-6.90428920000000,108.47362550000000,"KAB. KUNINGAN",JALAKSANA,SEMBAWA
701146,533711252717,"PJU ****** *** ******** *",-6.93694480000000,108.47722720000000,"KAB. KUNINGAN",KRAMATMULYA,CIBENTANG
701147,533711252829,"PJU *** ******** **",-6.93517210000000,108.51840620000000,"KAB. KUNINGAN",JALAKSANA,SINDANGBARANG
701148,533711252845,"PJU *** ******** **",-6.93380120000000,108.51905220000000,"KAB. KUNINGAN",JALAKSANA,SINDANGBARANG
701149,533711252741,"PJU ****** *** ******** *",-6.94161980000000,108.49803870000000,"KAB. KUNINGAN",KRAMATMULYA,CIKASO
701150,533711251948,"PJU *** **** *******",-6.87477500000000,108.46939170000000,"KAB. KUNINGAN",CILIMUS,SETIANEGARA
701151,533711247897,"PJU *** **** ** ******",-6.88076240000000,108.54504050000000,"KAB. KUNINGAN",CIGANDAMEKAR,INDAPATRA
701152,533711246567,"PJU *** **** ******",-6.87774330000000,108.49637670000000,"KAB. KUNINGAN",JAPARA,SINGKUP
701153,533711249905,"PJU *** **** *******",-6.83592510000000,108.44095790000000,"KAB. KUNINGAN",PASAWAHAN,CIBUNTU
701167,533711251183,"PJU *** **** *** *******",-6.86815010000000,108.51170340000000,"KAB. KUNINGAN",CILIMUS,CILIMUS
701168,533711251644,"PJU *** **** ** *******",-6.86699360000000,108.50218320000000,"KAB. KUNINGAN",CILIMUS,CILIMUS
701169,533711251573,"PJU *** **** *** *******",-6.82401830000000,108.46712670000000,"KAB. KUNINGAN",MANDIRANCAN,NANGGERANGJAYA
701170,533711252056,"PJU *** **** *******",-6.87885000000000,108.49530670000000,"KAB. KUNINGAN",CILIMUS,BOJONG
701171,533711251317,"PJU *** **** ** *******",-6.86710100000000,108.49754460000000,"KAB. KUNINGAN",CILIMUS,CILIMUS
701172,533711251212,"PJU *** **** *** *******",-6.88732110000000,108.48741320000000,"KAB. KUNINGAN",CILIMUS,BANDORASAWETAN
701173,533313264477,"PJU *** ******",-6.75637040000000,108.47883900000000,"KAB. CIREBON",SUMBER,TUKMUDAL
701174,533313263993,"PJU *** *****",-6.78706711111100,108.49268331111000,"KAB. CIREBON",TALUN,KUBANG
701175,533313264436,"PJU *** ******",-6.75589510000000,108.49831820000000,"KAB. CIREBON",SUMBER,SENDANG
701176,533312943165,"PJU ****** *****",-6.70511311111000,108.51235111110000,"KAB. CIREBON",DUKUPUNTANG,BOBOS
701181,533310009657,"WAR**** ***** ***** *    ",-6.75063990000000,108.48950420000000,"KAB. CIREBON",SUMBER,PERBUTULAN
701182,533310009665,"WAR**** ***** ***** *    ",-6.75053770000000,108.48946140000000,"KAB. CIREBON",SUMBER,PERBUTULAN
701188,533313148782,"PJU ** *********",-6.67150468111110,108.50748211111000,"KAB. CIREBON",PLERED,CANGKRING
701189,533313148230,"PJU ** *****",-6.72825660000000,108.50554490000000,"KAB. CIREBON","TENGAH TANI",PALIR
701190,533313148829,"PJU ** ********** *",-6.65723000000000,108.36703050000000,"KAB. CIREBON",SUSUKAN,SUSUKAN
701191,533113321433,"PJU ** ******** *",-6.76662238111110,108.51485721111000,"KAB. CIREBON",TALUN,SAMPIRAN
701192,533313147971,"PJU *** * ***** ******",-6.60384400000000,108.34110200000000,"KAB. CIREBON",SUSUKAN,UJUNGGEBANG
701194,533312728275,"PJU *********** *********",-6.69125580000000,108.46859270000000,"KAB. CIREBON",PLUMBON,PASANGGRAHAN
701195,533312996191,"PJU ** ***** *",-6.72043670000000,108.45970670000000,"KAB. CIREBON",PLUMBON,LURAH
701196,533313148940,"PJU ** ******** *",-6.71043270000000,108.48392880000000,"KAB. CIREBON",PLUMBON,BODESARI
701197,533312825467,"PJU *** ****** *****",-6.69719881111110,108.51264041111000,"KAB. CIREBON",PLERED,"TRUSMI KULON"
701198,533313170819,"PJU *** ********",-6.61138100000000,108.37492350000000,"KAB. CIREBON",SUSUKAN,JATIPURA
701199,533313149082,"PJU ** ******* *",-6.75662000000000,108.49909000000000,"KAB. CIREBON",SUMBER,SENDANG
701200,533312806590,"PJU **** ********",-6.73353000000000,108.42445190000000,"KAB. CIREBON",PALIMANAN,CILUKRAK
701201,533313173816,"PJU ********",-6.58590760000000,108.36804940000000,"KAB. CIREBON",SUSUKAN,JATIANOM
701202,533312322629,"PJU ***** ****** **** *",-6.73449969111110,108.52119811111000,"KAB. CIREBON",KEDAWUNG,KALIKOA
701203,533312306144,"PJU ** **** ***** *******",-6.73842523111110,108.51169731111000,"KAB. CIREBON",TALUN,CEMPAKA
701209,533313249733,"PJU **** ********",-6.60831920000000,108.40961590000000,"KAB. CIREBON",KALIWEDI,KALIDERES
701210,533313622117,"PJU ****** *** *******",-6.73279500000000,108.44412130000000,"KAB. CIREBON",PLUMBON,KARANGASEM
701211,533313148709,"PJU ** **** *** *",-6.71887020000000,108.48936680000000,"KAB. CIREBON",PLUMBON,"BODE LOR"
701212,533313148790,"PJU ** ******** *",-6.75867230000000,108.40714230000000,"KAB. CIREBON",DUKUPUNTANG,GIRINATA
701213,533313148758,"PJU ** ******** *",-6.75690070000000,108.40701970000000,"KAB. CIREBON",DUKUPUNTANG,GIRINATA
701214,533313153905,"PJU ** ***** *",-6.74527510000000,108.42289110000000,"KAB. CIREBON",PALIMANAN,KEPUH
701215,533312996651,"PJU ** ***** *",-6.68566690000000,108.36241390000000,"KAB. CIREBON",CIWARINGIN,BUDUR
701216,533312997272,"PJU ** ********* ***** *",-6.71358780000000,108.41963010000000,"KAB. CIREBON",GEMPOL,"PALIMANAN BARAT"
701217,533313147780,"PJU ** ****** *****",-6.58237850000000,108.45479340000000,"KAB. CIREBON",GEGESIK,KEDUNGDALEM
701219,533313149232,"PJU ** ******* *",-6.77846920000000,108.42814040000000,"KAB. CIREBON",DUKUPUNTANG,MANDALA
701220,533313148916,"PJU ** ********",-6.75048570000000,108.47948430000000,"KAB. CIREBON",SUMBER,TUKMUDAL
701221,533313849523,"PJU ****** *** *******",-6.65594320000000,108.37252900000000,"KAB. CIREBON",SUSUKAN,KEDONGDONG
701222,533313230612,"PJU **** *******",-6.63849000000000,108.37053100000000,"KAB. CIREBON",SUSUKAN,KEJIWAN
701223,533313224982,"PJU *** ********",-6.58590800000000,108.36742010000000,"KAB. CIREBON",SUSUKAN,JATIANOM
701224,533313251406,"PJU *** ********",-6.66262890000000,108.48731310000000,"KAB. CIREBON",JAMBLANG,"BAKUNG KIDUL"
701225,533313256655,"PJU *** **********",-6.69506660000000,108.37451800000000,"KAB. CIREBON",CIWARINGIN,CIWARINGIN
701226,533313240270,"PJU ********* ******",-6.76330990000000,108.48501980000000,"KAB. CIREBON",SUMBER,SUMBER
701227,533313263977,"PJU *** ****** ****",-6.69786860000000,108.51579860000000,"KAB. CIREBON","TENGAH TANI",KALITENGAH
701228,533312060739,"BPP *******              ",-6.61065420000000,108.37424320000000,"KAB. CIREBON",SUSUKAN,JATIPURA
701241,533312812582,"PJU *** *********",-6.70872380000000,108.48952600000000,"KAB. CIREBON",WERU,TEGALWANGI
701242,533312806781,"PJU **** **** ********",-6.73303840000000,108.42474160000000,"KAB. CIREBON",PALIMANAN,CILUKRAK
701243,533313148766,"PJU ** ******** *",-6.76361010000000,108.40712220000000,"KAB. CIREBON",DUKUPUNTANG,GIRINATA
701244,533313148454,"PJU ** ******** *",-6.70563530000000,108.52229370000000,"KAB. CIREBON","TENGAH TANI",BATTEMBAT
701245,533313147997,"PJU ** ****** *******",-6.61568720000000,108.33322090000000,"KAB. CIREBON",SUSUKAN,"LUWUNG KENCANA"
701246,533312996175,"PJU ** *********",-6.71776420000000,108.46789970000000,"KAB. CIREBON",PLUMBON,MARIKANGEN
701247,533313230447,"PJU ***** *",-6.56707230000000,108.44278150000000,"KAB. CIREBON",GEGESIK,"JAGAPURA WETAN"
701248,533312997215,"PJU ** ********* ***** *",-6.70621820000000,108.41289420000000,"KAB. CIREBON",GEMPOL,GEMPOL
701249,533313249774,"PJU **** *******",-6.59074250000000,108.42741920000000,"KAB. CIREBON",GEGESIK,KEDUNGDALEM
701250,533313148447,"PJU ** ******** ***** *",-6.76951190000000,108.49344760000000,"KAB. CIREBON",TALUN,"WANASABA KIDUL"
701251,533313148462,"PJU ** ******** *",-6.71735525111110,108.51778911111000,"KAB. CIREBON","TENGAH TANI",ASTAPADA
701257,533312984937,"PJU ** ******* *** *",-6.59051160000000,108.42304700000000,"KAB. CIREBON",KALIWEDI,UJUNGSEMI
701258,533312988155,"PJU **** ******* *",-6.70246020000000,108.47519590000000,"KAB. CIREBON",PLUMBON,PLUMBON
701259,533312996892,"PJU ** ******** *",-6.72096470000000,108.40779030000000,"KAB. CIREBON",GEMPOL,CIKEUSAL
701260,533313074860,"PJU ********* *****",-6.70028630000000,108.51251380000000,"KAB. CIREBON",PLERED,"TRUSMI WETAN"
701261,533313148774,"PJU ** ******* *",-6.77972360000000,108.42853190000000,"KAB. CIREBON",DUKUPUNTANG,MANDALA
701262,533312996204,"PJU ** ***** *",-6.72546980000000,108.46747990000000,"KAB. CIREBON",PLUMBON,LURAH
701263,533312988148,"PJU **** ******* **** *",-6.76591920000000,108.44633620000000,"KAB. CIREBON",DUKUPUNTANG,SINDANGJAWA
701264,533313230454,"PJU ***** *",-6.56842950000000,108.44503420000000,"KAB. CIREBON",GEGESIK,"JAGAPURA WETAN"
701265,533313153891,"PJU ****** ********* *",-6.68707770000000,108.36871830000000,"KAB. CIREBON",PALIMANAN,"PALIMANAN TIMUR"
701266,533313852488,"PJU ****** ****** *** ***",-6.69659543225640,108.39884486699000,"KAB. CIREBON",GEMPOL,KEDUNGBUNDER
701267,533313849493,"PJU ****** *** *******",-6.66541500000000,108.35886890000000,"KAB. CIREBON",SUSUKAN,WIYONG
701268,533313148725,"PJU ** ****** ***** *",-6.70344510000000,108.47696980000000,"KAB. CIREBON",PLUMBON,KARANGMULYA
701269,533313151457,"PJU ** ******** ***** *",-6.76630120000000,108.49381860000000,"KAB. CIREBON",TALUN,"WANASABA KIDUL"
701270,533312792855,"PJU *********** *******",-6.74880010000000,108.47889560000000,"KAB. CIREBON",SUMBER,KALIWADAS
701271,533313292509,"POS******* **** *",-6.66109000000000,108.41397000000000,"KAB. CIREBON",ARJAWINANGUN,GEYONGAN
701272,533313640193,"PJU ******** *******",-6.75692830000000,108.43009000000000,"KAB. CIREBON",SUSUKAN,JATIANOM
701273,533313437225,"PJU ****** *** *****",-6.72062550000000,108.42846290000000,"KAB. CIREBON",PALIMANAN,SEMPLO
701274,533313581406,"PJU **** ********",-6.76203670000000,108.42763830000000,"KAB. CIREBON",PALIMANAN,PANONGAN
701275,533313251385,"PJU *** *****",-6.74137450000000,108.43734080000000,"KAB. CIREBON",DEPOK,WARUJAYA
701276,533313249932,"PJU *** ************",-6.64896180000000,108.41048890000000,"KAB. CIREBON",ARJAWINANGUN,JUNGJANG
701277,533312972966,"PJU **** ******",-6.69481300000000,108.42083520000000,"KAB. CIREBON",GEMPOL,KEMPEK
701278,533313564932,"PJU **** *******",-6.63643630000000,108.40354540000000,"KAB. CIREBON",KALIWEDI,"KALIWEDI LOR"
701279,533313567365,"PJU **** ******** ****",-6.66358481111100,108.40439711111000,"KAB. CIREBON",ARJAWINANGUN,GEYONGAN
701280,533313256569,"PJU *** **********",-6.68982070000000,108.36839610000000,"KAB. CIREBON",CIWARINGIN,BABAKAN
701281,533313264373,"PJU *** ******",-6.75604850000000,108.47364720000000,"KAB. CIREBON",SUMBER,TUKMUDAL
701282,533313263849,"PJU **** ***** ******",-6.67403600000000,108.42667740000000,"KAB. CIREBON",PALIMANAN,TEGALKARANG
701283,533313251328,"PJU *** **********",-6.66427950000000,108.38142930000000,"KAB. CIREBON",CIWARINGIN,"GINTUNG KIDUL"
701284,533312828776,PJU,-6.69470000000000,108.44225000000000,"KAB. CIREBON",PALIMANAN,CIAWI
701285,533312304484,"PJU *** *********",-6.62002809111110,108.37769761111000,"KAB. CIREBON",PLUMBON,PLUMBON
701289,533313827513,"PJU ****** *** *******",-6.70338150000000,108.41141490000000,"KAB. CIREBON",GEMPOL,GEMPOL
701290,533313889631,"PJU ** ******** ** ******",-6.65302845137170,108.41123687563000,"KAB. CIREBON",ARJAWINANGUN,KEBONTURI
701291,533310758311,"PJU ******** *** *****   ",-6.63144810000000,108.38540470000000,"KAB. CIREBON",ARJAWINANGUN,TEGALGUBUG
701292,533312871718,"PJU ** ************* *",-6.71379870000000,108.46532380000000,"KAB. CIREBON",DEPOK,"KASUGENGAN LOR"
701296,533312876792,"PJU ******* ************",-6.57780880000000,108.43224110000000,"KAB. CIREBON",GEGESIK,"GEGESIK KULON"
701299,533313394104,"PJU ***** **** *******",-6.70935300000000,108.47640000000000,"KAB. CIREBON",PLUMBON,GOMBANG
701300,533313394090,"PJU ***** **** *******",-6.70945300000000,108.47640500000000,"KAB. CIREBON",PLUMBON,GOMBANG
701302,533312996914,"PJU ** ****** *** *",-6.67131430000000,108.46646320000000,"KAB. CIREBON",JAMBLANG,"BOJONG LOR"
701303,533312995484,"PJU ** ***** *",-6.78072710000000,108.40184760000000,"KAB. CIREBON",DUKUPUNTANG,BOBOS
701304,533312988163,"PJU **** ******* *****",-6.74331600000000,108.46997400000000,"KAB. CIREBON",PLUMBON,CEMPAKA
701305,533312996876,"PJU ** ****** *** *",-6.67529000000000,108.46384590000000,"KAB. CIREBON",JAMBLANG,"BOJONG WETAN"
701306,533312996819,"PJU ** ****** *** *",-6.63719330000000,108.48862490000000,"KAB. CIREBON",JAMBLANG,"BAKUNG LOR"
701307,533313153755,"PJU *******",-6.70634520000000,108.42519370000000,"KAB. CIREBON",PALIMANAN,CENGKUANG
701308,533313148542,"PJU ** ******* *",-6.63092150000000,108.37734990000000,"KAB. CIREBON",SUSUKAN,SUSUKAN
701309,533313392141,"PJU *** ********",-6.68981880000000,108.41480850000000,"KAB. CIREBON",PALIMANAN,TEGALKARANG
701310,533313251688,"PJU *** *****",-6.71818910000000,108.44930360000000,"KAB. CIREBON",DEPOK,"KASUGENGAN KIDUL"
701311,533313256593,"PJU **** **********",-6.66972790000000,108.38921750000000,"KAB. CIREBON",CIWARINGIN,BRINGIN
701312,533313264237,"PJU *** ****",-6.70816400000000,108.50632170000000,"KAB. CIREBON",WERU,"WERU KIDUL"
701313,533313372694,"PJU ****** *** *******",-6.74669360000000,108.39662260000000,"KAB. CIREBON",DUKUPUNTANG,"KEDONGDONG KIDUL"
701314,533313373670,"PJU **** ****** *******",-6.61638160000000,108.33173770000000,"KAB. CIREBON",SUSUKAN,"LUWUNG KENCANA"
701315,533313375691,"PJU ** *******",-6.66934860000000,108.37627660000000,"KAB. CIREBON",SUSUKAN,TANGKIL
701316,533313375705,"PJU ** *******",-6.66737740000000,108.37883450000000,"KAB. CIREBON",SUSUKAN,TANGKIL
701317,533313375747,"PJU ** *******",-6.66779830000000,108.37529890000000,"KAB. CIREBON",SUSUKAN,TANGKIL
701318,533313392174,"PJU *** ******** *",-6.68104000000000,108.42628900000000,"KAB. CIREBON",PALIMANAN,TEGALKARANG
701320,533313392133,"PJU *** ********",-6.69320970000000,108.37773220000000,"KAB. CIREBON",GEMPOL,GEMPOL
701321,533313372574,"PJU ****** *** *******",-6.73281070000000,108.42741540000000,"KAB. CIREBON",PALIMANAN,PANONGAN
701322,533313392166,"PJU *** ********",-6.66966750000000,108.42030090000000,"KAB. CIREBON",GEMPOL,GEMPOL
701323,533313372533,"PJU ****** *** *******",-6.72170800000000,108.43444000000000,"KAB. CIREBON",PALIMANAN,"PALIMANAN TIMUR"
701324,533313372652,"PJU ****** *** *******",-6.76394730000000,108.47722650000000,"KAB. CIREBON",SUMBER,SUMBER
701325,533310761172,"PJU **** *********       ",-6.70686532200000,108.42875063500000,"KAB. CIREBON",PALIMANAN,"PALIMANAN TIMUR"
701326,533310761180,"PJU **** ******* ***     ",-6.63805070000000,108.37125330000000,"KAB. CIREBON",SUSUKAN,KEJIWAN
701327,533310761198,"PJU **** ********** ***  ",-6.71189220000000,108.45677960000000,"KAB. CIREBON",DEPOK,"KASUGENGAN LOR"
701328,533312865812,"PJU ** ************",-6.69747330000000,108.44651770000000,"KAB. CIREBON",DEPOK,"KASUGENGAN LOR"
701329,533312876983,"PJU ** ***** ***** ***",-6.62464860000000,108.38683850000000,"KAB. CIREBON",ARJAWINANGUN,"TEGALGUBUG LOR"
701331,533312876805,"PJU ** *** ***** ***** *",-6.63184450000000,108.38662140000000,"KAB. CIREBON",ARJAWINANGUN,TEGALGUBUG
701334,533312877044,"PJU ** ******* ***** *",-6.65143670000000,108.41120870000000,"KAB. CIREBON",ARJAWINANGUN,JUNGJANG
701335,533312877201,"PJU ** *******",-6.69505910000000,108.37452470000000,"KAB. CIREBON",CIWARINGIN,CIWARINGIN
701336,533312876959,"PJU *** * **********",-6.66304200000000,108.39152830000000,"KAB. CIREBON",CIWARINGIN,"GINTUNG TENGAH"
701338,533312996715,"PJU ** *********** *",-6.69156760000000,108.46360050000000,"KAB. CIREBON",JAMBLANG,WANGUNHARJA
701339,533312996707,"PJU ** ********** *",-6.69418930000000,108.37432660000000,"KAB. CIREBON",CIWARINGIN,CIWARINGIN
701340,533312866387,"PJU ** ********",-6.72313660000000,108.42592350000000,"KAB. CIREBON",PALIMANAN,SEMPLO
701341,533313048208,"PJU *** *********",-6.68820400000000,108.42417900000000,"KAB. CIREBON",PALIMANAN,LUNGBENDA
701342,533313507059,"PJU **** ********** ****",-6.62342560000000,108.48374100000000,"KAB. CIREBON",PANGURAGAN,LEMAHTAMBA
701345,533310761201,"PJU **** ********* ***   ",-6.70847710000000,108.43350750000000,"KAB. CIREBON",PALIMANAN,"PALIMANAN TIMUR"
701346,533310761219,"PJU **** ********* ***   ",-6.70902080000000,108.43468560000000,"KAB. CIREBON",PALIMANAN,"PALIMANAN TIMUR"
701347,533310761227,"PJU **** ********* ***   ",-6.68778510000000,108.44188510000000,"KAB. CIREBON",PALIMANAN,CENGKUANG
701348,533310761235,"PJU ******** ***         ",-6.75851620000000,108.47348970000000,"KAB. CIREBON",SUMBER,TUKMUDAL
701349,533310761243,"PJU ********* ***********",-6.75340190000000,108.47124440000000,"KAB. CIREBON",SUMBER,TUKMUDAL
701350,533310761250,"PJU **** ***** ***       ",-6.72400111111000,108.46758611111000,"KAB. CIREBON",PLUMBON,LURAH
701351,533310761268,"PJU **** ***** ***       ",-6.72324920000000,108.46778500000000,"KAB. CIREBON",PLUMBON,LURAH
701352,533310761276,"PJU **** ******* ***     ",-6.68216340000000,108.44978250000000,"KAB. CIREBON",KLANGENAN,"JEMARAS KIDUL"
701353,533310761284,"PJU **** ******* ***     ",-6.68556220000000,108.45088380000000,"KAB. CIREBON",KLANGENAN,"JEMARAS KIDUL"
701354,533310761292,"PJU **** ****** ***      ",-6.72095500000000,108.43550980000000,"KAB. CIREBON",PALIMANAN,SEMPLO
701355,533310761306,"PJU **** ***** ***       ",-6.73653070000000,108.42574170000000,"KAB. CIREBON",SUSUKAN,BUNDER
701356,533310761314,"PJU **** ******** ***    ",-6.76383180000000,108.42939270000000,"KAB. CIREBON",DUKUPUNTANG,BALAD
701357,533310761330,"PJU **** ******** ***    ",-6.76240540000000,108.43540400000000,"KAB. CIREBON",DUKUPUNTANG,SINDANGMEKAR
701358,533313404972,"PJU ** ********",-6.63141121111100,108.38549611111000,"KAB. CIREBON",ARJAWINANGUN,RAWAGATEL
701359,533313307508,"PJU *** ********** *",-6.62649410000000,108.38599780000000,"KAB. CIREBON",ARJAWINANGUN,TEGALGUBUG
701360,533312989946,"PJU ** ******* *****",-6.74412400000000,108.47063100000000,"KAB. CIREBON",PLUMBON,CEMPAKA
701361,533312995841,"PJU ** ******* ****** *",-6.77268351111110,108.50671941111000,"KAB. CIREBON",TALUN,"CIREBON GIRANG"
701365,533312995443,"PJU ** ******* *",-6.70319000000000,108.46468100000000,"KAB. CIREBON",PLUMBON,KEBAREPAN
701366,533313506894,"PJU **** **** *** ****",-6.63639500000000,108.40369280000000,"KAB. CIREBON",KALIWEDI,"GUWA LOR"
701367,533312865377,"PJU ** ********* *",-6.78680190000000,108.47843120000000,"KAB. CIREBON",SUMBER,SIDAWANGI
701368,533313374624,"PJU **** ******",-6.78170080000000,108.51682020000000,"KAB. CIREBON",TALUN,KUBANG
701369,533313374632,"PJU **** ******** ***",-6.75754410000000,108.50651590000000,"KAB. CIREBON",TALUN,"WANASABA LOR"
701370,533313374640,"PJU **** **********",-6.75467791111110,108.51522841111000,"KAB. CIREBON",TALUN,KECOMBERAN
701371,533313097491,"PJU ******** ************",-6.63799345111110,108.39655321111000,"KAB. CIREBON",ARJAWINANGUN,ARJAWINANGUN
701372,533313313286,"PJU *** **********",-6.62407430000000,108.45426820000000,"KAB. CIREBON",PANGURAGAN,PANGURANGAN
701374,533312876991,"PJU ******** *** *",-6.59539920000000,108.38217310000000,"KAB. CIREBON",KALIWEDI,"KALIWEDI LOR"
701375,533312871767,"PJU ** ******** *",-6.71835510000000,108.51591050000000,"KAB. CIREBON","TENGAH TANI",ASTAPADA
701376,533312876862,"PJU ** ***** *",-6.66284080000000,108.43154870000000,"KAB. CIREBON",ARJAWINANGUN,SENDE
701379,533312996963,"PJU ** ******** *",-6.72096470000000,108.40779030000000,"KAB. CIREBON",GEMPOL,CIKEUSAL
701380,533312995435,"PJU ** ******* *",-6.70316940000000,108.47250180000000,"KAB. CIREBON",PLUMBON,PLUMBON
701381,533312995108,"PJU ********* ********* *",-6.76877790000000,108.48547370000000,"KAB. CIREBON",SUMBER,BABAKAN
701382,533312995181,"PJU ** ****** *****",-6.70032294111110,108.51266241111000,"KAB. CIREBON",PLERED,"TRUSMI WETAN"
701383,533312996827,"PJU ** ******** *",-6.69767610000000,108.45958120000000,"KAB. CIREBON",JAMBLANG,JAMBLANG
701384,533312996062,"PJU ** ***** ***** *",-6.69419410000000,108.49672140000000,"KAB. CIREBON",PLERED,KALIWULU
701385,533312996070,"PJU ** ***** ***** *",-6.68516680000000,108.49943930000000,"KAB. CIREBON",PLERED,TEGALSARI
701386,533313501980,PJU,-6.71186610000000,108.43820190000000,"KAB. CIREBON",GEMPOL,KEMPEK
701387,533313506916,"PJU **** **** *** ******",-6.63641960000000,108.40361780000000,"KAB. CIREBON",KALIWEDI,"GUWA LOR"
701389,533312866560,"PJU ** *****",-6.68798078111110,108.52740861111000,"KAB. CIREBON","TENGAH TANI",KALITENGAH
701390,533313053014,"API** ******** ******",-6.65142780000000,108.41119530000000,"KAB. CIREBON",ARJAWINANGUN,JUNGJANG
701391,533313372678,"PJU ****** *** *******",-6.76005680000000,108.48539320000000,"KAB. CIREBON",SUMBER,KALIWADAS
701392,533313373662,"PJU **** ******* *****",-6.59449570000000,108.42231210000000,"KAB. CIREBON",GEGESIK,"GEGESIK KULON"
701393,533313372566,"PJU ****** *** *******",-6.75661230000000,108.44962720000000,"KAB. CIREBON",DEPOK,DEPOK
701394,533313373726,"PJU **** ******** *****",-6.54153440000000,108.43165270000000,"KAB. CIREBON",GEGESIK,"JAGAPURA WETAN"
701396,533312865639,"PJU ** ****** *",-6.70984770000000,108.44446770000000,"KAB. CIREBON",KLANGENAN,SERANG
701398,533313264053,"PJU *** ******",-6.75302180000000,108.47378610000000,"KAB. CIREBON",SUMBER,TUKMUDAL
701400,533312871804,"PJU ** ***** *",-6.72737580000000,108.50664090000000,"KAB. CIREBON","TENGAH TANI",PALIR
701402,533312876750,"PJU ** **** *****",-6.70843710000000,108.51160700000000,"KAB. CIREBON",WERU,"SETU WETAN"
701403,533312877085,"PJU ** ************",-6.63724530000000,108.40356370000000,"KAB. CIREBON",ARJAWINANGUN,ARJAWINANGUN
701404,533312994910,"PJU ********* ********* *",-6.75713460000000,108.49122170000000,"KAB. CIREBON",SUMBER,KEMANTREN
701405,533312995003,"PJU ** **** *****",-6.69739550000000,108.50791620000000,"KAB. CIREBON",PLERED,GAMEL
701406,533312987870,"PJU **** ********* *",-6.73375190000000,108.47099410000000,"KAB. CIREBON",PLUMBON,PAMIJAHAN
701407,533312995866,"PJU ** ********** *",-6.79049370000000,108.50457720000000,"KAB. CIREBON",TALUN,SARWADADI
701408,533312987942,"PJU **** ********* *",-6.73406100000000,108.47004170000000,"KAB. CIREBON",PLUMBON,PAMIJAHAN
701410,533313507258,"PJU **** *******",-6.63639500000000,108.40369280000000,"KAB. CIREBON",KALIWEDI,"GUWA LOR"
701412,533312876813,"PJU ** ***** **** *",-6.66050540000000,108.40759420000000,"KAB. CIREBON",ARJAWINANGUN,GEYONGAN
701415,533312865742,"PJU ******** *",-6.71783160000000,108.51607820000000,"KAB. CIREBON","TENGAH TANI",ASTAPADA
701416,533312876975,"PJU ** ******* *******",-6.66722400000000,108.37957510000000,"KAB. CIREBON",CIWARINGIN,"GINTUNG KIDUL"
701417,533312871670,"PJU ** ****** *****",-6.70223170000000,108.51349830000000,"KAB. CIREBON","TENGAH TANI",KALITENGAH
701419,533313394697,"PJU *****",-6.68254300000000,108.49849300000000,"KAB. CIREBON",PLERED,TEGALSARI
701429,533310856690,"PJU * ******* **** ****  ",-6.72336670000000,108.50007310000000,"KAB. CIREBON",WERU,"MEGU CILIK"
701430,533310778102,"PJU ***** *******        ",-6.65483120000000,108.41659520000000,"KAB. CIREBON",ARJAWINANGUN,"JUNGJANG WETAN"
